,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight
3312,33,F,1.0,71,112122,1,1,Own,85071,11/24/2016,Thursday,Local,4,0.0,92,Broker,0,0.0,1,Medium,76322.63985391156,silver,13388.12431
10460,30,F,1.0,73,44108,0,0,Rent,50021,5/11/2016,Wednesday,Local,0,1.0,67,Phone,0,2142.73,10,Large,63190.62487066937,gray,23669.86644
17475,41,M,1.0,64,40870,1,1,Own,20113,1/15/2015,Thursday,Parking Lot,4,0.0,11,Broker,0,3219.96,1,Compact,15000.0,blue,28183.05278
9216,72,M,1.0,74,99561,0,0,Rent,50021,4/22/2015,Wednesday,Parking Lot,4,0.0,99,Online,0,0.0,1,Compact,21281.4856612874,blue,68881.18697000001
474,30,F,1.0,59,74703,1,0,Own,50008,1/31/2016,Sunday,Highway,8,0.0,50,Broker,0,5925.57,15,Large,16840.62309533159,silver,15527.83549
3604,23,F,0.0,76,108352,1,0,Rent,20165,1/5/2015,Monday,Highway,0,0.0,16,Online,1,0.0,1,Compact,15000.0,white,16290.40385
8562,29,F,1.0,76,37832,1,0,Rent,80012,11/21/2015,Saturday,Local,1,0.0,39,Phone,1,0.0,7,Compact,33280.575210255294,white,14858.49852
15469,21,F,1.0,78,44573,1,1,Rent,15012,10/21/2015,Wednesday,Local,0,1.0,79,Online,1,1857.98,1,Large,31597.231393369875,gray,73294.59735
10703,63,M,0.0,68,57977,1,1,Own,20143,7/29/2015,Wednesday,Local,0,0.0,84,Phone,1,6508.07,1,Medium,87170.69043964318,white,23859.3169
14133,37,M,1.0,37,98236,1,1,Own,20119,12/19/2015,Saturday,Local,0,0.0,33,Broker,0,845.35,8,Medium,15000.0,white,41720.31416
17752,53,M,1.0,91,115247,1,1,Own,15060,3/14/2015,Saturday,Local,2,0.0,21,Broker,0,5610.94,9,Large,66300.95292472973,black,18078.55574
6650,46,M,0.0,76,66837,0,0,Own,80044,4/24/2015,Friday,Parking Lot,7,0.0,3,Phone,1,3542.38,1,Compact,46632.04553145029,silver,19771.42346
5233,49,F,0.0,64,83499,1,1,Rent,85030,1/27/2016,Wednesday,Parking Lot,0,0.0,99,Phone,0,0.0,1,Large,99520.57006479372,gray,40599.6993
3837,30,F,0.0,73,55662,1,1,Own,50012,1/24/2015,Saturday,Parking Lot,0,0.0,27,Broker,1,3887.85,1,Medium,15000.0,red,14772.26912
8516,54,F,1.0,11,95867,0,1,Rent,50033,3/2/2015,Monday,Parking Lot,0,0.0,19,Phone,1,2450.55,1,Large,23718.8395749945,red,26060.28315
504,41,F,1.0,60,108822,1,0,Own,80028,7/17/2016,Sunday,Parking Lot,7,0.0,92,Phone,1,4501.01,4,Large,47495.5362916586,other,19067.65568
8043,51,M,1.0,74,42222,1,0,Rent,80021,2/2/2015,Monday,Highway,0,1.0,12,Phone,1,3510.88,1,Compact,15000.0,white,11798.74533
17575,58,F,1.0,95,52057,1,1,Rent,80011,9/10/2016,Saturday,Highway,0,1.0,27,Broker,1,1110.62,1,Compact,21069.89931113905,silver,48232.72851
17871,36,M,0.0,73,95293,0,1,Own,15042,8/8/2015,Saturday,Highway,14,0.0,1,Broker,0,0.0,1,Compact,40510.52306953976,silver,21044.99793
6316,53,M,1.0,87,33679,1,1,Rent,20135,7/21/2015,Tuesday,Local,0,1.0,91,Broker,0,707.57,1,Compact,15000.0,white,36630.323410000005
5776,64,F,1.0,83,79146,0,1,Rent,50047,7/19/2016,Tuesday,Parking Lot,0,0.0,3,Broker,0,0.0,1,Compact,57683.66690453815,other,36136.95971
6956,39,M,1.0,65,45171,0,0,Own,20104,4/26/2016,Tuesday,Parking Lot,0,0.0,50,Phone,0,5898.46,1,Compact,19492.27119757375,other,14430.331230000002
17232,40,F,1.0,80,95599,1,1,Own,80011,4/25/2015,Saturday,Highway,0,0.0,49,Broker,1,2325.64,1,Medium,34929.12922061076,black,18399.47682
13087,40,M,1.0,36,62327,1,0,Rent,20146,9/14/2016,Wednesday,Highway,6,0.0,2,Phone,1,0.0,1,Compact,15000.0,gray,64660.54792999999
14423,28,F,1.0,84,121925,1,0,Own,85023,7/21/2016,Thursday,Local,0,0.0,6,Phone,1,7209.97,1,Medium,29531.65996571556,red,17546.90226
6333,46,M,1.0,94,112432,1,0,Rent,20135,8/14/2016,Sunday,Local,0,1.0,23,Broker,1,0.0,1,Compact,15000.0,silver,24381.31992
1443,28,F,0.0,94,66526,0,1,Own,50047,12/24/2015,Thursday,Parking Lot,0,0.0,50,Phone,1,557.15,1,Medium,15000.0,white,28190.79192
12838,39,F,1.0,86,44439,0,0,Own,80010,10/26/2015,Monday,Local,7,0.0,50,Broker,0,2662.55,15,Compact,63550.83591896032,silver,43443.48855
17326,59,M,0.0,90,45713,1,0,Own,80023,9/10/2015,Thursday,Local,0,0.0,99,Broker,0,7656.58,1,Compact,15000.0,other,16343.19444
4368,52,M,1.0,73,65575,1,1,Rent,15060,8/6/2015,Thursday,Local,4,1.0,2,Broker,1,0.0,1,Medium,50899.63454275116,red,44030.185560000005
5355,20,M,1.0,73,48761,0,0,Own,50041,11/12/2015,Thursday,Parking Lot,6,0.0,1,Online,1,805.3,1,Medium,80429.09297822077,silver,9989.08751
10085,25,M,1.0,78,79518,1,0,Rent,20134,8/9/2015,Sunday,Highway,0,0.0,28,Online,0,8203.38,1,Medium,15000.0,blue,32689.96608
3573,34,M,1.0,79,43259,1,0,Rent,80020,7/15/2015,Wednesday,Local,0,0.0,35,Broker,1,0.0,6,Medium,15000.0,gray,11825.990940000002
16108,36,M,1.0,85,88495,1,1,Rent,20124,12/7/2016,Wednesday,Highway,19,1.0,69,Broker,1,0.0,1,Medium,48167.21317558838,silver,21149.98226
10609,34,M,1.0,85,33093,0,0,Own,20105,2/8/2015,Sunday,Parking Lot,0,0.0,4,Broker,1,3920.74,1,Medium,15000.0,black,19158.27054
9096,28,F,1.0,54,52975,0,0,Rent,15021,2/1/2016,Monday,Local,1,0.0,76,Phone,0,11607.95,1,Medium,15000.0,blue,24652.63901
12207,47,F,0.0,78,50115,1,1,Rent,15012,11/21/2016,Monday,Local,0,0.0,75,Broker,0,0.0,3,Large,15000.0,gray,28520.3253
12214,44,M,0.0,56,106037,1,0,Own,15012,3/1/2016,Tuesday,Highway,2,0.0,94,Phone,1,0.0,3,Medium,15000.0,white,15171.54778
4530,34,M,0.0,62,71256,1,0,Own,15012,12/19/2015,Saturday,Parking Lot,10,0.0,51,Phone,1,0.0,1,Compact,15000.0,red,12661.1054
6380,49,M,1.0,92,66615,1,1,Own,50047,7/2/2015,Thursday,Parking Lot,0,0.0,14,Broker,1,0.0,12,Compact,15000.0,red,16277.777930000002
1356,60,M,1.0,71,48769,0,1,Rent,15026,2/18/2016,Thursday,Local,0,1.0,34,Broker,1,420.93,12,Medium,15000.0,white,13451.129680000002
12628,32,F,1.0,75,101043,0,1,Own,85054,1/13/2015,Tuesday,Parking Lot,11,1.0,13,Broker,1,0.0,1,Compact,43186.44665726919,silver,9385.182645
2558,36,F,1.0,63,82328,1,1,Rent,20118,10/11/2016,Tuesday,Local,0,0.0,22,Broker,1,5741.93,5,Medium,15000.0,red,15230.3649
11563,26,M,0.0,95,108634,1,0,Rent,20155,5/24/2015,Sunday,Local,0,0.0,47,Online,0,0.0,1,Large,50275.3360342455,gray,47389.59505
1449,33,M,1.0,86,124256,1,1,Own,15034,6/5/2015,Friday,Parking Lot,18,0.0,43,Phone,0,0.0,1,Large,21187.163180691325,blue,20006.02892
16787,41,F,1.0,44,49145,0,1,Own,50008,8/23/2016,Tuesday,Parking Lot,0,0.0,80,Phone,0,737.14,1,Compact,15000.0,silver,25509.42279
14848,51,M,1.0,82,111920,1,1,Own,80006,12/21/2015,Monday,Local,0,0.0,50,Broker,0,2719.86,2,Large,15000.0,red,30647.65733
11304,54,M,1.0,86,50819,1,0,Rent,85051,7/12/2016,Tuesday,Highway,2,1.0,2,Phone,1,2470.63,5,Compact,15000.0,white,27680.4335
5045,34,F,0.0,67,38606,1,1,Own,80103,8/12/2016,Friday,Highway,0,1.0,42,Phone,1,0.0,9,Medium,60999.23613934763,other,35421.87928
12260,55,F,1.0,95,61920,1,1,Rent,15035,2/22/2015,Sunday,Parking Lot,4,0.0,94,Broker,1,896.1,1,Medium,15000.0,black,21018.86534
950,52,M,1.0,91,50341,1,0,Own,85077,7/8/2016,Friday,Local,0,0.0,0,Broker,1,5176.87,10,Compact,15000.0,black,28927.356560000004
358,43,F,1.0,85,99980,0,1,Rent,85035,11/25/2015,Wednesday,Parking Lot,13,0.0,26,Broker,0,2852.98,9,Large,26342.373547464427,blue,41069.01238
17380,20,M,1.0,65,54056,0,0,Rent,80004,2/5/2015,Thursday,Parking Lot,0,0.0,41,Online,0,8993.07,1,Medium,74509.68728662134,gray,32910.9626
2712,55,M,1.0,55,45970,0,0,Own,20102,6/4/2016,Saturday,Parking Lot,0,0.0,76,Phone,0,4743.41,1,Large,15000.0,silver,15176.06022
1353,53,F,1.0,75,97370,0,0,Own,15010,8/1/2015,Saturday,Local,0,0.0,97,Broker,0,47.78,1,Medium,15000.0,black,7298.775594
15610,31,M,1.0,81,105269,1,1,Own,80020,2/22/2015,Sunday,Local,5,0.0,7,Phone,0,4914.18,4,Compact,15000.0,black,19676.47428
9833,39,M,1.0,69,92845,1,1,Rent,15025,7/17/2015,Friday,Parking Lot,5,0.0,6,Broker,0,1103.35,1,Large,15000.0,other,12396.06567
15361,56,M,1.0,62,121818,1,1,Rent,15052,1/1/2015,Thursday,Highway,0,1.0,34,Broker,0,2917.51,1,Compact,52126.14449621052,silver,25590.50179
13806,32,F,1.0,84,34582,0,1,Rent,80005,8/19/2015,Wednesday,Parking Lot,15,1.0,73,Broker,0,5185.17,1,Compact,20030.58725433444,blue,17431.417390000002
12134,39,M,1.0,66,71291,1,0,Rent,85018,4/23/2016,Saturday,Local,12,0.0,9,Phone,1,0.0,1,Large,15000.0,white,20685.76995
6753,38,F,1.0,71,123265,1,0,Rent,80104,4/4/2016,Monday,Parking Lot,0,0.0,51,Phone,1,0.0,2,Medium,15000.0,other,33703.90933
12067,55,F,0.0,83,103788,1,1,Own,80030,1/4/2016,Monday,Local,3,0.0,0,Phone,1,0.0,1,Compact,15000.0,red,5526.535298
10779,63,F,1.0,71,95746,1,1,Rent,85073,8/6/2016,Saturday,Local,1,0.0,13,Broker,1,0.0,1,Large,46970.51986461968,silver,11152.32707
11816,44,M,1.0,92,123919,1,0,Own,80020,8/25/2015,Tuesday,Local,0,0.0,1,Phone,1,0.0,1,Medium,85632.91356180185,other,5737.118303
3396,53,F,1.0,65,98437,0,1,Rent,20107,11/5/2016,Saturday,Parking Lot,0,0.0,100,Phone,1,6279.51,1,Medium,15000.0,gray,17480.18971
9231,41,F,0.0,98,102818,0,1,Own,80102,11/28/2016,Monday,Local,0,0.0,100,Broker,1,4185.74,1,Medium,15000.0,other,27354.21313
17901,69,M,1.0,81,97153,1,0,Own,20140,8/8/2016,Monday,Parking Lot,12,0.0,21,Broker,1,3697.58,16,Compact,15000.0,white,22298.01237
17428,43,M,1.0,89,88960,1,1,Rent,15012,12/19/2016,Monday,Highway,12,0.0,31,Broker,0,0.0,1,Compact,15000.0,other,7518.065318999999
15286,45,F,1.0,68,44130,1,1,Rent,85039,6/25/2016,Saturday,Local,4,0.0,99,Broker,0,0.0,1,Compact,75400.01013116338,silver,7627.349759000001
17143,41,M,0.0,70,57695,1,1,Rent,50021,9/19/2015,Saturday,Highway,0,1.0,46,Phone,1,2393.84,4,Compact,43313.33219082483,red,22415.03129
3314,42,M,0.0,69,70181,0,0,Own,85013,6/25/2016,Saturday,Local,0,0.0,3,Broker,0,0.0,1,Large,23752.821032015847,white,13463.15753
4949,28,F,1.0,82,72353,0,0,Rent,15060,4/20/2016,Wednesday,Highway,0,1.0,24,Online,0,6483.85,1,Compact,15000.0,gray,22312.94094
17008,55,M,0.0,89,112241,1,1,Own,15001,1/24/2015,Saturday,Parking Lot,14,1.0,15,Phone,0,0.0,17,Compact,15000.0,white,42297.785910000006
3118,45,F,0.0,87,121758,1,0,Own,80010,3/8/2016,Tuesday,Highway,0,1.0,4,Broker,0,3036.21,1,Medium,43918.74399621862,gray,18252.25349
14534,35,F,1.0,63,43932,1,1,Own,80003,9/27/2016,Tuesday,Highway,0,0.0,93,Phone,1,0.0,1,Medium,30779.088377537315,black,18229.27521
17402,35,M,1.0,78,62229,1,0,Rent,85021,1/27/2016,Wednesday,Local,0,1.0,81,Phone,1,0.0,3,Large,44690.19206742627,black,19805.06343
9504,64,M,0.0,76,76604,1,0,Rent,80011,3/19/2016,Saturday,Parking Lot,1,0.0,0,Broker,1,0.0,1,Large,58422.59169026181,white,27897.88962
8472,43,M,0.0,92,74937,0,0,Own,20111,5/11/2016,Wednesday,Parking Lot,0,0.0,49,Broker,1,4110.24,2,Compact,15000.0,blue,25439.92324
9255,67,M,1.0,78,108859,0,0,Own,85015,4/21/2016,Thursday,Parking Lot,0,1.0,65,Phone,0,545.79,1,Large,15000.0,red,16284.54794
15180,32,M,1.0,89,98574,1,1,Own,50039,3/15/2016,Tuesday,Highway,1,0.0,100,Phone,0,3154.12,11,Compact,63507.29053067327,gray,15654.918769999998
16060,63,M,1.0,46,113886,1,1,Rent,20152,7/29/2015,Wednesday,Highway,12,0.0,99,Broker,1,0.0,1,Large,18038.95018781285,gray,25884.19929
16953,73,F,1.0,70,53695,0,1,Rent,80027,1/23/2015,Friday,Highway,0,0.0,30,Broker,0,0.0,1,Medium,15000.0,silver,46930.70064
14651,58,F,1.0,95,54091,1,1,Rent,80022,9/3/2015,Thursday,Highway,0,0.0,49,Broker,1,0.0,1,Compact,15000.0,silver,94076.85566
12629,58,F,1.0,82,55769,1,1,Rent,20111,9/7/2016,Wednesday,Local,0,0.0,50,Phone,0,10423.42,2,Medium,15000.0,white,47639.80873
16435,37,F,0.0,79,70286,1,1,Rent,85048,3/20/2015,Friday,Parking Lot,0,0.0,25,Broker,0,4300.79,9,Medium,15000.0,other,19051.37685
5134,38,F,1.0,78,68285,0,1,Own,85046,1/24/2016,Sunday,Local,6,1.0,15,Phone,1,0.0,1,Compact,71130.6264953707,red,16913.17525
17626,29,F,0.0,95,68190,1,0,Rent,15033,11/24/2016,Thursday,Local,9,0.0,86,Online,0,9068.43,3,Large,72627.60487161746,white,23397.61158
14430,48,M,1.0,46,95039,1,1,Own,15003,4/30/2016,Saturday,Parking Lot,0,0.0,48,Broker,1,0.0,1,Large,15000.0,black,23839.72656
11502,56,F,1.0,87,55029,1,0,Own,85079,2/25/2015,Wednesday,Local,0,0.0,30,Broker,1,4619.34,2,Large,15000.0,blue,8748.62334
1628,28,M,1.0,84,120124,1,0,Rent,15022,6/26/2016,Sunday,Local,0,1.0,9,Online,0,0.0,12,Compact,15000.0,red,48318.38198
4013,48,M,1.0,43,40951,1,1,Own,50021,11/12/2015,Thursday,Highway,1,0.0,30,Broker,0,0.0,1,Compact,72609.34422862911,black,41522.09414
17977,45,M,0.0,97,98603,1,0,Own,80110,3/23/2016,Wednesday,Parking Lot,18,0.0,94,Broker,1,0.0,1,Compact,28295.44136458847,blue,21798.58636
7613,28,F,1.0,63,122754,1,0,Own,85065,4/4/2015,Saturday,Local,0,1.0,99,Online,0,1151.04,1,Medium,15000.0,red,7333.151215999999
2687,51,M,1.0,88,115308,1,1,Own,50027,7/6/2015,Monday,Parking Lot,0,0.0,96,Online,1,0.0,6,Compact,28656.985503717784,other,16843.37236
17270,56,F,1.0,78,86329,0,0,Own,15021,10/11/2016,Tuesday,Local,0,0.0,66,Broker,1,5007.44,1,Large,36410.32471712557,red,9370.012538
8091,31,F,1.0,76,39301,0,1,Own,50031,12/11/2016,Sunday,Local,2,0.0,63,Broker,1,0.0,5,Medium,15000.0,gray,13078.48611
7264,34,M,1.0,88,54376,0,1,Rent,80105,7/8/2015,Wednesday,Parking Lot,0,0.0,56,Broker,1,11726.71,1,Medium,29546.04612766371,gray,18126.29384
2974,63,F,1.0,86,116250,1,0,Own,50002,9/15/2016,Thursday,Local,16,0.0,0,Broker,1,4529.64,1,Compact,15000.0,silver,27627.27574
6185,26,F,1.0,74,111178,1,1,Rent,15045,5/25/2015,Monday,Local,3,0.0,78,Online,1,304.78,4,Large,15000.0,other,32475.30296
12343,35,F,1.0,66,86882,1,1,Own,85068,11/11/2016,Friday,Local,0,0.0,12,Phone,0,0.0,1,Medium,33134.61879754822,silver,24725.62626
15134,34,M,1.0,59,55979,1,0,Rent,15012,12/7/2016,Wednesday,Local,7,0.0,4,Phone,0,8599.81,1,Large,22772.92448637581,white,15758.31461
2403,31,F,0.0,83,82198,1,0,Rent,20102,2/18/2015,Wednesday,Local,0,0.0,1,Online,0,7830.93,6,Medium,15000.0,black,76124.80681000001
7149,23,M,1.0,65,37571,1,0,Rent,15012,8/18/2015,Tuesday,Local,0,0.0,78,Online,0,0.0,7,Medium,15000.0,blue,33409.17484
5647,57,M,1.0,83,71835,1,1,Rent,15053,4/10/2016,Sunday,Highway,2,0.0,66,Broker,1,0.0,1,Medium,45765.43028158375,white,18354.93138
13728,27,F,1.0,79,114790,1,1,Rent,15012,8/19/2015,Wednesday,Parking Lot,5,0.0,87,Phone,1,6339.01,1,Medium,15000.0,white,44006.65867
12252,53,M,1.0,92,120468,1,1,Own,85028,3/22/2016,Tuesday,Parking Lot,14,0.0,50,Broker,1,0.0,1,Large,15000.0,black,23460.44741
3052,62,M,1.0,60,84807,1,0,Rent,20165,2/28/2015,Saturday,Highway,0,0.0,23,Broker,0,1428.71,1,Medium,41578.168969824,red,5518.011659000001
7951,27,M,0.0,54,47143,1,1,Rent,15014,1/26/2016,Tuesday,Parking Lot,5,1.0,86,Online,0,9810.37,1,Large,15000.0,red,11721.07896
14203,56,M,0.0,62,96350,0,0,Rent,80033,5/24/2016,Tuesday,Local,16,0.0,50,Phone,1,178.28,1,Compact,15000.0,blue,16492.71138
11870,57,M,1.0,72,36038,0,1,Rent,85082,3/31/2015,Tuesday,Parking Lot,0,0.0,0,Broker,1,5584.65,8,Compact,15000.0,white,12433.50189
11639,22,M,1.0,81,80444,0,1,Rent,80103,7/30/2016,Saturday,Local,10,0.0,13,Online,1,1042.25,1,Compact,15000.0,white,26614.52802
3170,26,M,1.0,94,95791,1,0,Rent,80022,11/9/2015,Monday,Parking Lot,0,0.0,83,Online,0,445.02,10,Medium,15000.0,gray,34662.786239999994
9418,41,F,1.0,86,110293,0,1,Rent,80016,2/12/2016,Friday,Highway,0,0.0,49,Broker,1,0.0,1,Compact,29259.54398183307,blue,32043.443010000003
1423,59,M,0.0,82,32661,0,0,Own,50009,1/11/2016,Monday,Local,0,0.0,94,Phone,0,0.0,1,Compact,15000.0,blue,8271.805559999999
14656,47,M,1.0,61,69160,1,1,Rent,85009,8/10/2016,Wednesday,Local,8,0.0,10,Phone,1,0.0,2,Compact,15000.0,gray,12048.6091
8262,53,F,1.0,59,109961,1,1,Own,20122,10/6/2016,Thursday,Parking Lot,0,0.0,10,Phone,0,30.36,8,Medium,34988.018578150375,silver,10624.66188
7419,26,M,0.0,87,37129,1,0,Rent,20148,12/12/2015,Saturday,Local,0,0.0,0,Online,0,0.0,6,Compact,25504.31354180444,red,39585.25489
2735,45,F,1.0,85,124397,1,1,Own,85027,12/23/2016,Friday,Highway,7,0.0,86,Phone,0,2702.34,1,Medium,15000.0,other,9482.002543
300,31,M,1.0,56,93649,1,1,Own,85042,2/17/2016,Wednesday,Local,0,0.0,89,Phone,1,7764.03,1,Medium,42571.15041613671,red,18084.38335
12196,36,M,0.0,80,85520,1,1,Rent,85038,4/18/2015,Saturday,Local,17,0.0,87,Phone,0,1749.91,10,Compact,15000.0,red,8343.382859000001
15357,44,F,1.0,90,107124,1,1,Rent,85031,9/2/2015,Wednesday,Local,0,0.0,97,Broker,1,259.48,1,Large,20208.83959717313,other,27823.2754
17268,33,F,0.0,59,54298,0,1,Own,85043,6/30/2016,Thursday,Local,7,0.0,23,Broker,1,4654.82,1,Large,15000.0,black,12678.15302
3405,54,M,1.0,59,112649,0,0,Own,20153,9/7/2016,Wednesday,Local,0,1.0,19,Broker,0,10840.96,2,Compact,15000.0,other,21602.40636
6388,68,M,1.0,79,38048,1,1,Rent,50025,12/23/2016,Friday,Local,5,1.0,19,Broker,1,3132.47,2,Large,15000.0,blue,44556.08672
13674,46,M,1.0,68,98726,1,0,Rent,50055,1/11/2015,Sunday,Highway,9,0.0,14,Broker,0,396.11,4,Compact,15000.0,blue,5061.6677310000005
9970,35,M,1.0,45,94335,1,1,Rent,50011,8/9/2015,Sunday,Parking Lot,0,0.0,0,Phone,0,710.4,8,Compact,15000.0,black,26008.1004
2203,55,F,1.0,42,37184,1,1,Own,85004,6/10/2015,Wednesday,Parking Lot,6,0.0,18,Phone,0,0.0,4,Large,40027.94717999203,red,37085.60195
14119,32,F,1.0,68,79364,1,1,Own,15010,5/3/2016,Tuesday,Highway,0,1.0,96,Phone,1,0.0,1,Compact,15000.0,red,19273.97651
2951,41,F,0.0,66,111089,1,0,Own,50049,9/19/2016,Monday,Highway,15,0.0,12,Phone,0,0.0,10,Medium,15000.0,red,32047.130660000003
2096,44,M,1.0,85,72416,1,1,Own,85033,4/10/2016,Sunday,Local,14,0.0,31,Phone,1,0.0,1,Medium,34102.78196926015,silver,20601.5873
15952,48,F,0.0,72,72214,1,0,Own,85067,4/17/2016,Sunday,Local,0,0.0,65,Online,1,0.0,1,Compact,23764.617308208683,blue,27492.8089
3030,33,F,1.0,92,70886,1,0,Own,20115,11/24/2015,Tuesday,Parking Lot,0,0.0,2,Broker,1,4828.79,1,Large,15000.0,gray,16686.06267
7721,32,F,0.0,88,73039,1,1,Own,85030,4/5/2016,Tuesday,Highway,0,0.0,53,Broker,1,3523.25,1,Large,51307.36877278989,gray,20520.38366
17393,45,F,1.0,80,72104,1,1,Rent,80012,6/14/2015,Sunday,Parking Lot,11,0.0,44,Broker,1,0.0,8,Large,15000.0,silver,9175.524043
814,37,M,1.0,38,46515,0,1,Rent,80002,11/11/2016,Friday,Local,18,,4,Phone,0,0.0,1,Medium,45448.07479770392,red,14266.62759
13068,68,F,1.0,71,46706,1,0,Own,15025,7/7/2015,Tuesday,Local,13,1.0,50,Broker,1,3241.31,7,Large,111834.14535734068,gray,33277.3964
11354,43,F,1.0,84,55515,1,0,Own,80003,7/2/2015,Thursday,Local,0,0.0,99,Broker,1,0.0,3,Large,15000.0,black,27027.086010000003
1511,47,F,1.0,27,113987,0,1,Own,85034,5/12/2015,Tuesday,Parking Lot,0,0.0,13,Broker,1,0.0,1,Compact,15000.0,gray,28323.94313
12599,50,F,0.0,49,50779,1,0,Rent,20156,2/23/2016,Tuesday,Local,5,1.0,100,Broker,1,0.0,4,Large,15000.0,other,6966.000781000001
10635,35,F,1.0,64,49011,0,1,Rent,20160,12/10/2016,Saturday,Local,0,0.0,5,Phone,0,373.88,1,Compact,15000.0,red,16626.75235
12740,42,F,1.0,86,106801,1,1,Rent,50006,4/16/2015,Thursday,Local,0,0.0,1,Phone,1,4300.38,9,Medium,38235.308323040445,red,13973.07274
11874,48,F,0.0,95,87932,1,1,Rent,15025,2/19/2016,Friday,Highway,0,1.0,16,Phone,0,4090.74,2,Large,17528.792112682102,gray,37065.58137
4233,48,M,1.0,82,116239,1,0,Rent,15012,3/7/2015,Saturday,Local,5,0.0,35,Phone,1,0.0,6,Compact,15000.0,black,36834.715
11749,60,M,1.0,65,104785,0,1,Own,20151,2/26/2015,Thursday,Local,0,1.0,31,Phone,0,3038.6,1,Medium,15000.0,red,41847.23069
1054,62,F,1.0,68,116386,0,1,Own,85008,1/31/2016,Sunday,Highway,0,1.0,59,Phone,0,235.95,4,Medium,15000.0,gray,13722.06392
578,48,F,0.0,62,110440,0,1,Rent,80014,12/2/2015,Wednesday,Parking Lot,0,0.0,67,Phone,0,5246.72,13,Medium,15000.0,black,50263.10544
10825,35,M,1.0,55,98115,1,0,Own,80020,3/11/2015,Wednesday,Local,4,0.0,49,Broker,1,53.54,3,Medium,57752.45367609483,white,18978.378930000003
2176,37,F,1.0,39,118095,1,1,Own,85018,8/15/2015,Saturday,Parking Lot,0,0.0,99,Phone,1,2481.94,1,Compact,62812.92412620983,blue,39376.47817
956,52,F,1.0,75,118763,1,0,Rent,50046,8/28/2016,Sunday,Local,0,0.0,94,Broker,0,0.0,8,Medium,15000.0,black,29817.03127
16058,36,F,1.0,71,75401,1,0,Own,85050,1/29/2015,Thursday,Parking Lot,0,0.0,2,Phone,0,0.0,1,Compact,48422.98082681143,white,17934.67334
7077,38,M,1.0,95,82034,0,1,Rent,85054,10/19/2016,Wednesday,Parking Lot,0,0.0,94,Phone,0,0.0,11,Medium,100335.61301258646,silver,14646.87193
10618,51,F,1.0,75,123271,1,1,Rent,85020,9/8/2015,Tuesday,Highway,0,0.0,42,Broker,0,1283.65,1,Large,71109.23336633007,white,36239.639460000006
4036,46,F,0.0,59,54555,0,1,Own,50026,10/28/2016,Friday,Highway,16,0.0,84,Broker,1,0.0,1,Medium,15000.0,silver,12666.99932
14585,51,M,1.0,69,82249,1,1,Own,85008,10/31/2016,Monday,Highway,0,0.0,88,Phone,1,1544.1,1,Large,22802.80481557753,silver,27987.68188
9676,38,F,0.0,87,90807,1,1,Own,50008,2/20/2016,Saturday,Parking Lot,0,1.0,10,Broker,0,0.0,3,Medium,15000.0,gray,10993.99691
9070,47,F,1.0,71,39518,1,1,Own,15012,9/24/2015,Thursday,Local,2,1.0,1,Broker,1,0.0,1,Compact,41406.61983205758,red,32300.48532
710,46,F,1.0,82,120973,1,1,Own,50025,9/17/2015,Thursday,Parking Lot,0,0.0,48,Online,1,0.0,1,Medium,30744.30275925376,silver,35021.63718
7632,52,F,1.0,84,101604,0,1,Own,50051,6/6/2016,Monday,Local,0,0.0,95,Phone,0,0.0,1,Large,49989.89225522088,red,15680.84673
6760,42,F,0.0,62,79684,1,1,Rent,80101,7/4/2015,Saturday,Local,0,0.0,8,Broker,1,5769.73,7,Large,28075.758440887297,other,11327.78845
11258,44,F,1.0,24,91809,1,1,Own,15022,11/22/2016,Tuesday,Local,5,0.0,98,Phone,0,0.0,13,Compact,15000.0,red,36451.07616
10185,27,M,1.0,66,80237,0,1,Own,50028,12/12/2015,Saturday,Local,0,0.0,56,Online,1,21.83,1,Medium,48462.55958781239,gray,17889.382680000002
9778,44,M,1.0,83,33980,1,1,Rent,80002,11/15/2015,Sunday,Parking Lot,13,0.0,87,Broker,0,0.0,6,Medium,27101.04176221492,gray,33142.87512
16738,42,M,1.0,68,34080,0,0,Own,80016,3/24/2015,Tuesday,Local,0,0.0,25,Broker,1,0.0,8,Medium,17079.712032898107,silver,61099.71946
17218,20,M,1.0,68,61986,0,0,Rent,85069,9/2/2015,Wednesday,Local,2,0.0,97,Online,1,1300.75,1,Large,44069.02068979664,black,23087.55708
17011,34,M,0.0,90,35417,1,0,Rent,20142,9/13/2016,Tuesday,Highway,0,1.0,2,Phone,0,0.0,1,Medium,50102.577871032205,other,22561.45346
15874,54,M,1.0,55,77634,1,1,Own,15049,7/8/2015,Wednesday,Highway,6,1.0,96,Phone,0,624.83,1,Medium,57201.84562960832,black,15365.67952
4369,25,M,1.0,88,34894,1,1,Rent,80105,7/17/2015,Friday,Local,10,0.0,51,Phone,1,5012.46,3,Medium,15000.0,black,30531.55177
9813,35,M,1.0,96,63848,0,0,Rent,15033,2/18/2015,Wednesday,Parking Lot,0,1.0,89,Phone,1,0.0,1,Compact,39412.89829321544,black,14899.7356
